alist-encrypt  | 2026-06-05T07:13:52 [req-c12d4e] [api:/auth] [request] POST /api/auth/login status=200 bytes=238 duration=2.617514ms
alist-encrypt  | 2026-06-05T07:16:41+08:00 INF Inspected V2 playback content meta category=playback ciphertext_size=2085670464 consumer_scenario=webdav_get header_len=32 path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part004.mp4" plaintext_size=2085670432 target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg035V+YO0--6.bin"
alist-encrypt  | 2026-06-05T07:16:41+08:00 INF Inspected V2 playback content meta category=playback ciphertext_size=2168243790 consumer_scenario=webdav_get header_len=32 path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4" plaintext_size=2168243758 target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0p5V+YO0--3.bin"
alist-encrypt  | 2026-06-05T07:16:41+08:00 INF Inspected V2 playback content meta category=playback ciphertext_size=1136828276 consumer_scenario=webdav_get header_len=32 path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part005.mp4" plaintext_size=1136828244 target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0+5V+YO0--1.bin"
alist-encrypt  | 2026-06-05T07:16:41+08:00 INF Normalized V2 playback sizes ciphertext_size=2085670464 client_range= file_size_after=2085670432 file_size_before=2085670432 header_len=32 plaintext_size=2085670432 target_url=https://ykj-eos-dg5-01.eos-dongguan-6.cmecloud.cn/a8b547bf029f4718bc2e829ac5372858086?response-content-disposition=attachment%3B%20filename%2A%3DUTF-8%27%27i6a%2B5VOWe~OQG%2BctcG4of%2BmQeoHYlfL3cg035V%2BYO0--6.bin&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260604T231641Z&X-Amz-SignedHeaders=host&X-Amz-Expires=900&X-Amz-Credential=9T1UKBIX6OJSR5XN2F2T%2F20260604%2Fdefault%2Fs3%2Faws4_request&t=2&u=1039986731129007951&ot=personal&oi=1039986731129007951&f=FjYQIyiNJFyXILcW9a9dIYZsHA1RxSQEl&ext=eyJ1dCI6MX0%3D&X-Amz-Signature=973674e32440d226b8a31e177c6a199d38130ba5dcc20121fd2e74f4e6d90ed1 upstream_content_range="bytes 0-2085670463/2085670464"
alist-encrypt  | 2026-06-05T07:16:42+08:00 INF Normalized V2 playback sizes ciphertext_size=1136828276 client_range= file_size_after=1136828244 file_size_before=1136828244 header_len=32 plaintext_size=1136828244 target_url=https://ykj-eos-dg5-01.eos-dongguan-6.cmecloud.cn/5f68a7bd490741119f14ed52d9e32f8e086?response-content-disposition=attachment%3B%20filename%2A%3DUTF-8%27%27i6a%2B5VOWe~OQG%2BctcG4of%2BmQeoHYlfL3cg0%2B5V%2BYO0--1.bin&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260604T231641Z&X-Amz-SignedHeaders=host&X-Amz-Expires=900&X-Amz-Credential=9T1UKBIX6OJSR5XN2F2T%2F20260604%2Fdefault%2Fs3%2Faws4_request&t=2&u=1039986731129007951&ot=personal&oi=1039986731129007951&f=FttbFm-KrF2f7WHKwHZBJO6BVzgWwqwFn&ext=eyJ1dCI6MX0%3D&X-Amz-Signature=3147fa518ffe40c868defd9a68c2fa55e170f653e16558a8e73cfd0bf3c0e75d upstream_content_range="bytes 0-1136828275/1136828276"
alist-encrypt  | 2026-06-05T07:16:42+08:00 INF Normalized V2 playback sizes ciphertext_size=2168243790 client_range= file_size_after=2168243758 file_size_before=2168243758 header_len=32 plaintext_size=2168243758 target_url=https://ykj-eos-dg5-01.eos-dongguan-6.cmecloud.cn/18b691d8280347da802530a78fbd8bf9086?response-content-disposition=attachment%3B%20filename%2A%3DUTF-8%27%27i6a%2B5VOWe~OQG%2BctcG4of%2BmQeoHYlfL3cg0p5V%2BYO0--3.bin&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260604T231641Z&X-Amz-SignedHeaders=host&X-Amz-Expires=900&X-Amz-Credential=9T1UKBIX6OJSR5XN2F2T%2F20260604%2Fdefault%2Fs3%2Faws4_request&t=2&u=1039986731129007951&ot=personal&oi=1039986731129007951&f=FojDWJGOCQu69QjSOKm5H-bSz3boxglTu&ext=eyJ1dCI6MX0%3D&X-Amz-Signature=fbf26a3995f9eb13794432bd3f59810329efd3a3cc08a2efdf01fb4865b67a4c upstream_content_range="bytes 0-2168243789/2168243790"
alist-encrypt  | 2026-06-05T07:16:42+08:00 ERR Error streaming decrypted content error="write tcp 172.18.0.10:5344->192.168.1.7:40436: write: broken pipe"
alist-encrypt  | 2026-06-05T07:16:42+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4" failure_reason=network_error fresh_retry=false path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4" range=bytes=133743181- strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5V+YO0--v.bin"
alist-encrypt  | 2026-06-05T07:16:42+08:00 ERR WebDAV GET decryption failed error="write tcp 172.18.0.10:5344->192.168.1.7:40436: write: broken pipe" failure=network_error path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4"
alist-encrypt  | 2026-06-05T07:16:42 [req-23d7e5] [移动云盘156:/encrypt] [request] GET /dav/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4 status=206 bytes=70155667 duration=3.371208235s
alist-encrypt  | 2026-06-05T07:16:43+08:00 ERR Error streaming decrypted content error="context canceled"
alist-encrypt  | 2026-06-05T07:16:43+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4" failure_reason=network_error fresh_retry=false path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4" range= strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0p5V+YO0--3.bin"
alist-encrypt  | 2026-06-05T07:16:43+08:00 ERR WebDAV GET decryption failed error="context canceled" failure=network_error path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4"
alist-encrypt  | 2026-06-05T07:16:43 [req-45b8e5] [移动云盘156:/encrypt] [request] GET /dav/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4 status=200 bytes=2756608 duration=1.562004217s
alist-encrypt  | 2026-06-05T07:16:43 [req-c5fa58] [移动云盘156:/encrypt] [webdav-get] Processing: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4
alist-encrypt  | 2026-06-05T07:16:43 [req-c5fa58] [移动云盘156:/encrypt] [webdav-get] Path converted: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4 -> /移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0p5V+YO0--3.bin
alist-encrypt  | 2026-06-05T07:16:43 [req-c5fa58] [移动云盘156:/encrypt] [webdav-get] raw_url fresh fetch failed, display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4 real=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0p5V+YO0--3.bin status=200 reason=raw_url_empty
alist-encrypt  | 2026-06-05T07:16:43 [req-c5fa58] [移动云盘156:/encrypt] [webdav-get] Using /dav fallback target for display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4
alist-encrypt  | 2026-06-05T07:16:43 [req-c5fa58] [移动云盘156:/encrypt] [strategy] Using learned strategy file_info_cache for path /移动云盘156/encrypt (success=60)
alist-encrypt  | 2026-06-05T07:16:43 [req-c5fa58] [移动云盘156:/encrypt] [strategy] Learned strategy file_info_cache failed for path /移动云盘156/encrypt, using multi-source resolver
alist-encrypt  | 2026-06-05T07:16:43 [req-c5fa58] [移动云盘156:/encrypt] [size-resolver] Resolved size=2168243790 from cache (confidence=70)
alist-encrypt  | 2026-06-05T07:16:43 [req-c5fa58] [移动云盘156:/encrypt] [webdav-get] File size: 2168243790, strategy: file_info_cache
alist-encrypt  | 2026-06-05T07:16:43 [req-c5fa58] [移动云盘156:/encrypt] [webdav-get] Proxying with decryption, target=http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0p5V+YO0--3.bin
alist-encrypt  | 2026-06-05T07:16:43+08:00 ERR Error streaming decrypted content error="write tcp 172.18.0.10:5344->192.168.1.7:40458: write: broken pipe"
alist-encrypt  | 2026-06-05T07:16:43+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part004.mp4" failure_reason=network_error fresh_retry=false path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part004.mp4" range= strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg035V+YO0--6.bin"
alist-encrypt  | 2026-06-05T07:16:43+08:00 ERR WebDAV GET decryption failed error="write tcp 172.18.0.10:5344->192.168.1.7:40458: write: broken pipe" failure=network_error path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part004.mp4"
alist-encrypt  | 2026-06-05T07:16:43 [req-1d1732] [移动云盘156:/encrypt] [request] GET /dav/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part004.mp4 status=200 bytes=2158560 duration=1.670293307s
alist-encrypt  | 2026-06-05T07:16:43 [req-d757e7] [移动云盘156:/encrypt] [webdav-get] Processing: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part004.mp4
alist-encrypt  | 2026-06-05T07:16:43 [req-d757e7] [移动云盘156:/encrypt] [webdav-get] Path converted: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part004.mp4 -> /移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg035V+YO0--6.bin
alist-encrypt  | 2026-06-05T07:16:43 [req-d757e7] [移动云盘156:/encrypt] [webdav-get] raw_url fresh fetch failed, display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part004.mp4 real=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg035V+YO0--6.bin status=200 reason=raw_url_empty
alist-encrypt  | 2026-06-05T07:16:43 [req-d757e7] [移动云盘156:/encrypt] [webdav-get] Using /dav fallback target for display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part004.mp4
alist-encrypt  | 2026-06-05T07:16:43 [req-d757e7] [移动云盘156:/encrypt] [strategy] Using learned strategy file_info_cache for path /移动云盘156/encrypt (success=61)
alist-encrypt  | 2026-06-05T07:16:43 [req-d757e7] [移动云盘156:/encrypt] [strategy] Learned strategy file_info_cache failed for path /移动云盘156/encrypt, using multi-source resolver
alist-encrypt  | 2026-06-05T07:16:43 [req-d757e7] [移动云盘156:/encrypt] [size-resolver] Resolved size=2085670464 from cache (confidence=70)
alist-encrypt  | 2026-06-05T07:16:43 [req-d757e7] [移动云盘156:/encrypt] [webdav-get] File size: 2085670464, strategy: file_info_cache
alist-encrypt  | 2026-06-05T07:16:43 [req-d757e7] [移动云盘156:/encrypt] [webdav-get] Proxying with decryption, target=http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg035V+YO0--6.bin
alist-encrypt  | 2026-06-05T07:16:43+08:00 ERR Error streaming decrypted content error="write tcp 172.18.0.10:5344->192.168.1.7:40446: write: broken pipe"
alist-encrypt  | 2026-06-05T07:16:43+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part005.mp4" failure_reason=network_error fresh_retry=false path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part005.mp4" range= strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0+5V+YO0--1.bin"
alist-encrypt  | 2026-06-05T07:16:43 [req-713982] [移动云盘156:/encrypt] [request] GET /dav/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part005.mp4 status=200 bytes=2211808 duration=1.711911915s
alist-encrypt  | 2026-06-05T07:16:43+08:00 ERR WebDAV GET decryption failed error="write tcp 172.18.0.10:5344->192.168.1.7:40446: write: broken pipe" failure=network_error path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part005.mp4"
alist-encrypt  | 2026-06-05T07:16:43 [req-edfdcd] [移动云盘156:/encrypt] [webdav-get] Processing: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part005.mp4
alist-encrypt  | 2026-06-05T07:16:43 [req-edfdcd] [移动云盘156:/encrypt] [webdav-get] Path converted: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part005.mp4 -> /移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0+5V+YO0--1.bin
alist-encrypt  | 2026-06-05T07:16:43 [req-edfdcd] [移动云盘156:/encrypt] [webdav-get] raw_url fresh fetch failed, display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part005.mp4 real=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0+5V+YO0--1.bin status=200 reason=raw_url_empty
alist-encrypt  | 2026-06-05T07:16:43 [req-edfdcd] [移动云盘156:/encrypt] [webdav-get] Using /dav fallback target for display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part005.mp4
alist-encrypt  | 2026-06-05T07:16:43 [req-edfdcd] [移动云盘156:/encrypt] [strategy] Using learned strategy file_info_cache for path /移动云盘156/encrypt (success=62)
alist-encrypt  | 2026-06-05T07:16:43 [req-edfdcd] [移动云盘156:/encrypt] [strategy] Learned strategy file_info_cache failed for path /移动云盘156/encrypt, using multi-source resolver
alist-encrypt  | 2026-06-05T07:16:43 [req-edfdcd] [移动云盘156:/encrypt] [size-resolver] Resolved size=1136828276 from cache (confidence=70)
alist-encrypt  | 2026-06-05T07:16:43 [req-edfdcd] [移动云盘156:/encrypt] [webdav-get] File size: 1136828276, strategy: file_info_cache
alist-encrypt  | 2026-06-05T07:16:43 [req-edfdcd] [移动云盘156:/encrypt] [webdav-get] Proxying with decryption, target=http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0+5V+YO0--1.bin
alist-encrypt  | 2026-06-05T07:16:43+08:00 INF Normalized V2 playback sizes ciphertext_size=2168243790 client_range=bytes=2048- file_size_after=2168243758 file_size_before=2168243790 header_len=32 plaintext_size=2168243758 target_url=https://ykj-eos-dg5-01.eos-dongguan-6.cmecloud.cn/18b691d8280347da802530a78fbd8bf9086?response-content-disposition=attachment%3B%20filename%2A%3DUTF-8%27%27i6a%2B5VOWe~OQG%2BctcG4of%2BmQeoHYlfL3cg0p5V%2BYO0--3.bin&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260604T231643Z&X-Amz-SignedHeaders=host&X-Amz-Expires=900&X-Amz-Credential=9T1UKBIX6OJSR5XN2F2T%2F20260604%2Fdefault%2Fs3%2Faws4_request&t=2&u=1039986731129007951&ot=personal&oi=1039986731129007951&f=FojDWJGOCQu69QjSOKm5H-bSz3boxglTu&ext=eyJ1dCI6MX0%3D&X-Amz-Signature=65cd7d025c38eded0d41beb956d07edf104e8932954a7347ad13b754251939d8 upstream_content_range="bytes 2080-2168243789/2168243790"
alist-encrypt  | 2026-06-05T07:16:43+08:00 INF Normalized V2 playback sizes ciphertext_size=2085670464 client_range=bytes=2624- file_size_after=2085670432 file_size_before=2085670464 header_len=32 plaintext_size=2085670432 target_url=https://ykj-eos-dg5-01.eos-dongguan-6.cmecloud.cn/a8b547bf029f4718bc2e829ac5372858086?response-content-disposition=attachment%3B%20filename%2A%3DUTF-8%27%27i6a%2B5VOWe~OQG%2BctcG4of%2BmQeoHYlfL3cg035V%2BYO0--6.bin&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260604T231643Z&X-Amz-SignedHeaders=host&X-Amz-Expires=900&X-Amz-Credential=9T1UKBIX6OJSR5XN2F2T%2F20260604%2Fdefault%2Fs3%2Faws4_request&t=2&u=1039986731129007951&ot=personal&oi=1039986731129007951&f=FjYQIyiNJFyXILcW9a9dIYZsHA1RxSQEl&ext=eyJ1dCI6MX0%3D&X-Amz-Signature=995953138fbbafece43abbd5bf7b8c3bf21286b53cf7476e338931941b240b69 upstream_content_range="bytes 2656-2085670463/2085670464"
alist-encrypt  | 2026-06-05T07:16:43+08:00 INF Normalized V2 playback sizes ciphertext_size=1136828276 client_range=bytes=2048- file_size_after=1136828244 file_size_before=1136828276 header_len=32 plaintext_size=1136828244 target_url=https://ykj-eos-dg5-01.eos-dongguan-6.cmecloud.cn/5f68a7bd490741119f14ed52d9e32f8e086?response-content-disposition=attachment%3B%20filename%2A%3DUTF-8%27%27i6a%2B5VOWe~OQG%2BctcG4of%2BmQeoHYlfL3cg0%2B5V%2BYO0--1.bin&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260604T231643Z&X-Amz-SignedHeaders=host&X-Amz-Expires=900&X-Amz-Credential=9T1UKBIX6OJSR5XN2F2T%2F20260604%2Fdefault%2Fs3%2Faws4_request&t=2&u=1039986731129007951&ot=personal&oi=1039986731129007951&f=FttbFm-KrF2f7WHKwHZBJO6BVzgWwqwFn&ext=eyJ1dCI6MX0%3D&X-Amz-Signature=35903c05b0d9e96563ec1924abe08b6eb17c4142d1a9a371c2b54d062235e0cb upstream_content_range="bytes 2080-1136828275/1136828276"
alist-encrypt  | 2026-06-05T07:16:44+08:00 ERR Error streaming decrypted content error="context canceled"
alist-encrypt  | 2026-06-05T07:16:44+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4" failure_reason=network_error fresh_retry=false path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4" range=bytes=2048- strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0p5V+YO0--3.bin"
alist-encrypt  | 2026-06-05T07:16:44+08:00 ERR WebDAV GET decryption failed error="context canceled" failure=network_error path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4"
alist-encrypt  | 2026-06-05T07:16:44 [req-c5fa58] [移动云盘156:/encrypt] [request] GET /dav/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4 status=206 bytes=122912 duration=1.231322724s
alist-encrypt  | 2026-06-05T07:16:44+08:00 ERR Error streaming decrypted content error="context canceled"
alist-encrypt  | 2026-06-05T07:16:44+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part004.mp4" failure_reason=network_error fresh_retry=false path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part004.mp4" range=bytes=2624- strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg035V+YO0--6.bin"
alist-encrypt  | 2026-06-05T07:16:44+08:00 ERR WebDAV GET decryption failed error="context canceled" failure=network_error path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part004.mp4"
alist-encrypt  | 2026-06-05T07:16:44 [req-d757e7] [移动云盘156:/encrypt] [request] GET /dav/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part004.mp4 status=206 bytes=151584 duration=1.122904694s
alist-encrypt  | 2026-06-05T07:16:44+08:00 ERR Error streaming decrypted content error="context canceled"
alist-encrypt  | 2026-06-05T07:16:44+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part005.mp4" failure_reason=network_error fresh_retry=false path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part005.mp4" range=bytes=2048- strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0+5V+YO0--1.bin"
alist-encrypt  | 2026-06-05T07:16:44+08:00 ERR WebDAV GET decryption failed error="context canceled" failure=network_error path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part005.mp4"
alist-encrypt  | 2026-06-05T07:16:44 [req-edfdcd] [移动云盘156:/encrypt] [request] GET /dav/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part005.mp4 status=206 bytes=262176 duration=1.107848949s
alist-encrypt  | 2026-06-05T07:16:52 [req-581654] [api:/auth] [request] POST /api/auth/login status=200 bytes=236 duration=6.003097ms
alist-encrypt  | 2026-06-05T07:16:53 [req-96ae11] [api:/task] [request] GET /api/task/upload/undone status=200 bytes=66 duration=4.849847ms
alist-encrypt  | 2026-06-05T07:16:53 [req-e67ecd] [api:/task] [request] GET /api/task/upload/done status=200 bytes=66 duration=4.306252ms
alist-encrypt  | 2026-06-05T07:16:53 [req-1f6299] [api:/task] [request] GET /api/task/upload/undone status=200 bytes=66 duration=4.746575ms
alist-encrypt  | 2026-06-05T07:16:57 [req-6e5627] [/] [request] GET / status=200 bytes=1425 duration=2.637582ms
alist-encrypt  | 2026-06-05T07:16:57 [req-53536f] [api:/public] [request] GET /api/public/settings status=200 bytes=1243 duration=2.330909ms
alist-encrypt  | 2026-06-05T07:16:57 [req-e5b237] [api:/public] [request] GET /api/public/archive_extensions status=200 bytes=151 duration=3.042943ms
alist-encrypt  | 2026-06-05T07:16:57 [req-8991c6] [api:/me] [request] GET /api/me status=200 bytes=156 duration=2.023315ms
alist-encrypt  | 2026-06-05T07:16:57 [req-7b6067] [get:/] [get] Processing /api/fs/get path: /
alist-encrypt  | 2026-06-05T07:16:57 [req-7b6067] [get:/] [get] Alist URL: http://openalist:5244
alist-encrypt  | 2026-06-05T07:16:57 [req-7b6067] [get:/] [get] Target for /api/fs/get: http://openalist:5244/api/fs/get
alist-encrypt  | 2026-06-05T07:16:57 [req-7b6067] [get:/] [get] Alist response status=200 body={"code":200,"message":"success","data":{"name":"root","size":0,"is_dir":true,"modified":"0001-01-01T00:00:00Z","created":"0001-01-01T00:00:00Z","sign":"","thumb":"","type":0,"hashinfo":"null","hash_info":null,"raw_url":"","readme":"","header":"","provider":"unknown","related":null}}
alist-encrypt  | 2026-06-05T07:16:57 [req-139882] [api:/public] [request] GET /api/public/offline_download_tools status=200 bytes=78 duration=12.657715ms
alist-encrypt  | 2026-06-05T07:16:57 [req-7b6067] [get:/] [request] POST /api/fs/get status=200 bytes=193 duration=12.901639ms
alist-encrypt  | 2026-06-05T07:16:57 [req-21271c] [list:/] [list] Handling fs list for path: /
alist-encrypt  | 2026-06-05T07:16:57 [req-21271c] [list:/] [request] POST /api/fs/list status=200 bytes=567 duration=6.381912ms
alist-encrypt  | 2026-06-05T07:16:59 [req-889af6] [manifest.json:/] [request] GET /manifest.json status=200 bytes=156 duration=4.752588ms
alist-encrypt  | 2026-06-05T07:17:01 [req-c5f9f4] [list:/] [list] Handling fs list for path: /移动云盘156
alist-encrypt  | 2026-06-05T07:17:01+08:00 WRN Rejecting invalid dir snapshot cache_mode=snapshot path="/移动云盘156" reason="snapshot item missing path for non-root dir" scope_key="/移动云盘156::8c78b6edda5cfafb"
